"hanzi","pinyin","bucket","hsk","freq","correct","incorrect","total","accuracy"
"旗","qí","Archive","6","1407","0","0","0",""
"甘","gān","Archive","6","1408","0","0","0",""
"扎","zhā","Archive","6","1411","0","0","0",""
"梁","liáng","Archive","6","1416","0","0","0",""
"皆","jiē","Archive","6","1419","0","0","0",""
"宙","zhòu","Archive","6","1421","0","0","0",""
"岩","yán","Archive","6","1423","0","0","0",""
"荡","dàng","Archive","6","1424","0","0","0",""
"蒂","dì","Archive","6","1429","0","0","0",""
"井","jǐng","Archive","6","1431","0","0","0",""
"壮","zhuàng","Archive","6","1432","0","0","0",""
"殖","zhí","Archive","6","1438","0","0","0",""
"霍","huò","Archive","6","1442","0","0","0",""
"撒","sā","Archive","6","1445","0","0","0",""
"液","yè","Archive","6","1451","0","0","0",""
"番","fān","Archive","6","1452","0","0","0",""
"郎","láng","Archive","6","1457","0","0","0",""
"忧","yōu","Archive","6","1461","0","0","0",""
"浮","fú","Archive","6","1462","0","0","0",""
"艘","sōu","Archive","6","1470","0","0","0",""
"伍","wǔ","Archive","6","1472","0","0","0",""
"峰","fēng","Archive","6","1473","0","0","0",""
"黎","lí","Archive","6","1476","0","0","0",""
"贯","guàn","Archive","6","1478","0","0","0",""
"侦","zhēn","Archive","6","1479","0","0","0",""
"券","quàn","Archive","6","1481","0","0","0",""
"崇","chóng","Archive","6","1482","0","0","0",""
"宪","xiàn","Archive","6","1484","0","0","0",""
"慈","cí","Archive","6","1487","0","0","0",""
"枝","zhī","Archive","6","1491","0","0","0",""
"拖","tuō","Archive","6","1492","0","0","0",""
"墨","mò","Archive","6","1493","0","0","0",""
"箭","jiàn","Archive","6","1496","0","0","0",""
"泥","ní","Archive","6","1499","0","0","0",""
"粉","fěn","Archive","6","1498","0","0","0",""
"氏","shì","Archive","6","1500","0","0","0",""
"拔","bá","Archive","6","1502","0","0","0",""
"愤","fèn","Archive","6","1508","0","0","0",""
"扑","pū","Archive","6","1509","0","0","0",""
"驱","qū","Archive","6","1511","0","0","0",""
"掩","yǎn","Archive","6","1514","0","0","0",""
"尸","shī","Archive","6","1517","0","0","0",""
"堡","bǎo","Archive","6","1521","0","0","0",""
"储","chǔ","Archive","6","1526","0","0","0",""
"桑","sāng","Archive","6","1528","0","0","0",""
"惨","cǎn","Archive","6","1530","0","0","0",""
"洁","jié","Archive","6","1531","0","0","0",""
"踪","zōng","Archive","6","1532","0","0","0",""
"勃","bó","Archive","6","1533","0","0","0",""
"仇","chóu","Archive","6","1536","0","0","0",""
"磨","mó","Archive","6","1537","0","0","0",""
"拟","nǐ","Archive","6","1541","0","0","0",""
"奏","zòu","Archive","6","1543","0","0","0",""
"巡","xún","Archive","6","1544","0","0","0",""
"剂","jì","Archive","6","1546","0","0","0",""
"坡","pō","Archive","6","1550","0","0","0",""
"截","jié","Archive","6","1552","0","0","0",""
"焦","jiāo","Archive","6","1554","0","0","0",""
"殿","diàn","Archive","6","1555","0","0","0",""
"伪","wěi","Archive","6","1556","0","0","0",""
"逼","bī","Archive","6","1559","0","0","0",""
"颇","pō","Archive","6","1560","0","0","0",""
"昏","hūn","Archive","6","1561","0","0","0",""
"呈","chéng","Archive","6","1563","0","0","0",""
"牧","mù","Archive","6","1580","0","0","0",""
"牲","shēng","Archive","6","1582","0","0","0",""
"佳","jiā","Archive","6","1583","0","0","0",""
"稿","gǎo","Archive","6","1587","0","0","0",""
"腹","fù","Archive","6","1589","0","0","0",""
"跌","diē","Archive","6","1590","0","0","0",""
"垂","chuí","Archive","6","1592","0","0","0",""
"脉","mài","Archive","6","1594","0","0","0",""
"狱","yù","Archive","6","1597","0","0","0",""
"惑","huò","Archive","6","1600","0","0","0",""
"陶","táo","Archive","6","1601","0","0","0",""
"兽","shòu","Archive","6","1602","0","0","0",""
"帐","zhàng","Archive","6","1603","0","0","0",""
"昌","chāng","Archive","6","1606","0","0","0",""
"铺","pù","Archive","6","1613","0","0","0",""
"惧","jù","Archive","6","1616","0","0","0",""
"盗","dào","Archive","6","1619","0","0","0",""
"辉","huī","Archive","6","1623","0","0","0",""
"扣","kòu","Archive","6","1625","0","0","0",""
"嘛","ma","Archive","6","1628","0","0","0",""
"董","dǒng","Archive","6","1629","0","0","0",""
"迁","qiān","Archive","6","1630","0","0","0",""
"凝","níng","Archive","6","1631","0","0","0",""
"腾","téng","Archive","6","1635","0","0","0",""
"埋","mái","Archive","6","1640","0","0","0",""
"涌","yǒng","Archive","6","1642","0","0","0",""
"辖","xiá","Archive","6","1643","0","0","0",""
"晋","jìn","Archive","6","1645","0","0","0",""
"狠","hěn","Archive","6","1654","0","0","0",""
"鉴","jiàn","Archive","6","1655","0","0","0",""
"械","xiè","Archive","6","1657","0","0","0",""
"赤","chì","Archive","6","1660","0","0","0",""
"割","gē","Archive","6","1665","0","0","0",""
"揭","jiē","Archive","6","1666","0","0","0",""
"悟","wù","Archive","6","1668","0","0","0",""
"锋","fēng","Archive","6","1671","0","0","0",""
"祥","xiáng","Archive","6","1674","0","0","0",""
"阔","kuò","Archive","6","1675","0","0","0",""
"誉","yù","Archive","6","1676","0","0","0",""
"筹","chóu","Archive","6","1677","0","0","0",""
"丛","cóng","Archive","6","1678","0","0","0",""
"牵","qiān","Archive","6","1679","0","0","0",""
"鸣","míng","Archive","6","1680","0","0","0",""
"旨","zhǐ","Archive","6","1685","0","0","0",""
"袖","xiù","Archive","6","1686","0","0","0",""
"猎","liè","Archive","6","1687","0","0","0",""
"臂","bì","Archive","6","1688","0","0","0",""
"柱","zhù","Archive","6","1691","0","0","0",""
"抛","pāo","Archive","6","1692","0","0","0",""
"牢","láo","Archive","6","1696","0","0","0",""
"逊","xùn","Archive","6","1697","0","0","0",""
"迈","mài","Archive","6","1698","0","0","0",""
"欺","qī","Archive","6","1699","0","0","0",""
"衰","shuāi","Archive","6","1702","0","0","0",""
"诱","yòu","Archive","6","1707","0","0","0",""
"狼","láng","Archive","6","1708","0","0","0",""
"仗","zhàng","Archive","6","1712","0","0","0",""
"粒","lì","Archive","6","1714","0","0","0",""
"遥","yáo","Archive","6","1715","0","0","0",""
"抚","fǔ","Archive","6","1720","0","0","0",""
"纠","jiū","Archive","6","1723","0","0","0",""
"钻","zuān","Archive","6","1724","0","0","0",""
"晶","jīng","Archive","6","1725","0","0","0",""
"岂","qǐ","Archive","6","1726","0","0","0",""
"峡","xiá","Archive","6","1727","0","0","0",""
"苍","cāng","Archive","6","1728","0","0","0",""
"耗","hào","Archive","6","1730","0","0","0",""
"菌","jūn","Archive","6","1733","0","0","0",""
"粹","cuì","Archive","6","1736","0","0","0",""
"扁","biǎn","Archive","6","1737","0","0","0",""
"循","xún","Archive","6","1744","0","0","0",""
"赋","fù","Archive","6","1747","0","0","0",""
"抑","yì","Archive","6","1748","0","0","0",""
"哀","āi","Archive","6","1751","0","0","0",""
"踏","tà","Archive","6","1753","0","0","0",""
"恒","héng","Archive","6","1764","0","0","0",""
"纽","niǔ","Archive","6","1767","0","0","0",""
"纹","wén","Archive","6","1768","0","0","0",""
"渔","yú","Archive","6","1770","0","0","0",""
"磁","cí","Archive","6","1771","0","0","0",""
"铜","tóng","Archive","6","1772","0","0","0",""
"跨","kuà","Archive","6","1774","0","0","0",""
"怖","bù","Archive","6","1776","0","0","0",""
"叛","pàn","Archive","6","1779","0","0","0",""
"遣","qiǎn","Archive","6","1780","0","0","0",""
"弥","mí","Archive","6","1785","0","0","0",""
"稀","xī","Archive","6","1788","0","0","0",""
"捷","jié","Archive","6","1789","0","0","0",""
"疫","yì","Archive","6","1791","0","0","0",""
"肿","zhǒng","Archive","6","1792","0","0","0",""
"削","xuē","Archive","6","1794","0","0","0",""
"岗","gǎng","Archive","6","1795","0","0","0",""
"晃","huǎng","Archive","6","1796","0","0","0",""
"吞","tūn","Archive","6","1797","0","0","0",""
"宏","hóng","Archive","6","1798","0","0","0",""
"癌","ái","Archive","6","1799","0","0","0",""
"隶","lì","Archive","6","1801","0","0","0",""
"履","lǚ","Archive","6","1802","0","0","0",""
"耀","yào","Archive","6","1804","0","0","0",""
"扭","niǔ","Archive","6","1805","0","0","0",""
"坛","tán","Archive","6","1806","0","0","0",""
"拨","bō","Archive","6","1807","0","0","0",""
"沃","wò","Archive","6","1808","0","0","0",""
"绘","huì","Archive","6","1809","0","0","0",""
"伐","fá","Archive","6","1810","0","0","0",""
"堪","kān","Archive","6","1811","0","0","0",""
"牺","xī","Archive","6","1814","0","0","0",""
"墓","mù","Archive","6","1816","0","0","0",""
"雇","gù","Archive","6","1817","0","0","0",""
"廉","lián","Archive","6","1818","0","0","0",""
"惩","chéng","Archive","6","1821","0","0","0",""
"捉","zhuō","Archive","6","1822","0","0","0",""
"覆","fù","Archive","6","1823","0","0","0",""
"劫","jié","Archive","6","1825","0","0","0",""
"嫌","xián","Archive","6","1826","0","0","0",""
"雕","diāo","Archive","6","1829","0","0","0",""
"闷","mèn","Archive","6","1830","0","0","0",""
"乳","rǔ","Archive","6","1831","0","0","0",""
"串","chuàn","Archive","6","1832","0","0","0",""
"娃","wá","Archive","6","1833","0","0","0",""
"缴","jiǎo","Archive","6","1834","0","0","0",""
"唤","huàn","Archive","6","1835","0","0","0",""
"霸","bà","Archive","6","1838","0","0","0",""
"妥","tuǒ","Archive","6","1840","0","0","0",""
"搭","dā","Archive","6","1842","0","0","0",""
"赴","fù","Archive","6","1843","0","0","0",""
"岳","yuè","Archive","6","1844","0","0","0",""
"舱","cāng","Archive","6","1846","0","0","0",""
"庞","páng","Archive","6","1849","0","0","0",""
"耕","gēng","Archive","6","1850","0","0","0",""
"锐","ruì","Archive","6","1851","0","0","0",""
"缝","fèng","Archive","6","1852","0","0","0",""
"宅","zhái","Archive","6","1858","0","0","0",""
"斥","chì","Archive","6","1857","0","0","0",""
"添","tiān","Archive","6","1859","0","0","0",""
"挖","wā","Archive","6","1860","0","0","0",""
"呵","ā","Archive","6","1861","0","0","0",""
"讼","sòng","Archive","6","1862","0","0","0",""
"氧","yǎng","Archive","6","1863","0","0","0",""
"酷","kù","Archive","6","1867","0","0","0",""
"掠","lüè","Archive","6","1868","0","0","0",""
"祸","huò","Archive","6","1870","0","0","0",""
"贪","tān","Archive","6","1874","0","0","0",""
"悬","xuán","Archive","6","1879","0","0","0",""
"唇","chún","Archive","6","1880","0","0","0",""
"仓","cāng","Archive","6","1882","0","0","0",""
"轨","guǐ","Archive","6","1883","0","0","0",""
"枚","méi","Archive","6","1884","0","0","0",""
"庙","miào","Archive","6","1889","0","0","0",""
"屏","píng","Archive","6","1891","0","0","0",""
"寺","sì","Archive","6","1892","0","0","0",""
"愚","yú","Archive","6","1895","0","0","0",""
"疏","shū","Archive","6","1897","0","0","0",""
"颤","chàn","Archive","6","1900","0","0","0",""
"寸","cùn","Archive","6","1904","0","0","0",""
"盯","dīng","Archive","6","1906","0","0","0",""
"辱","rǔ","Archive","6","1907","0","0","0",""
"辨","biàn","Archive","6","1910","0","0","0",""
"哦","ó","Archive","6","1913","0","0","0",""
"腔","qiāng","Archive","6","1914","0","0","0",""
"郁","yù","Archive","6","1915","0","0","0",""
"溃","kuì","Archive","6","1916","0","0","0",""
"忌","jì","Archive","6","1922","0","0","0",""
"溜","liū","Archive","6","1923","0","0","0",""
"笼","lóng","Archive","6","1928","0","0","0",""
"丘","qiū","Archive","6","1929","0","0","0",""
"滋","zī","Archive","6","1931","0","0","0",""
"壳","ké","Archive","6","1937","0","0","0",""
"痕","hén","Archive","6","1938","0","0","0",""
"穴","xué","Archive","6","1940","0","0","0",""
"卓","zhuō","Archive","6","1942","0","0","0",""
"贤","xián","Archive","6","1943","0","0","0",""
"膜","mó","Archive","6","1945","0","0","0",""
"毅","yì","Archive","6","1946","0","0","0",""
"锦","jǐn","Archive","6","1947","0","0","0",""
"茫","máng","Archive","6","1951","0","0","0",""
"昂","áng","Archive","6","1952","0","0","0",""
"皱","zhòu","Archive","6","1954","0","0","0",""
"舌","shé","Archive","6","1958","0","0","0",""
"剥","bō","Archive","6","1959","0","0","0",""
"窝","wō","Archive","6","1962","0","0","0",""
"携","xié","Archive","6","1964","0","0","0",""
"陵","líng","Archive","6","1965","0","0","0",""
"哼","hēng","Archive","6","1966","0","0","0",""
"棉","mián","Archive","6","1967","0","0","0",""
"饲","sì","Archive","6","1971","0","0","0",""
"逆","nì","Archive","6","1975","0","0","0",""
"喘","chuǎn","Archive","6","1977","0","0","0",""
"罩","zhào","Archive","6","1978","0","0","0",""
"炉","lú","Archive","6","1980","0","0","0",""
"胎","tāi","Archive","6","1984","0","0","0",""
"蓄","xù","Archive","6","1985","0","0","0",""
"竭","jié","Archive","6","1987","0","0","0",""
"浑","hún","Archive","6","1991","0","0","0",""
"悦","yuè","Archive","6","1995","0","0","0",""
"诞","dàn","Archive","6","1997","0","0","0",""
"泡","pào","Archive","6","2000","0","0","0",""
"贼","zéi","Archive","6","2001","0","0","0",""
"亭","tíng","Archive","6","2002","0","0","0",""
"酬","chóu","Archive","6","2005","0","0","0",""
"儒","rú","Archive","6","2006","0","0","0",""
"泄","xiè","Archive","6","2010","0","0","0",""
"杆","gān","Archive","6","2011","0","0","0",""
"挨","āi","Archive","6","2012","0","0","0",""
"吟","yín","Archive","6","2015","0","0","0",""
"狭","xiá","Archive","6","2018","0","0","0",""
"肖","xiào","Archive","6","2019","0","0","0",""
"霞","xiá","Archive","6","2021","0","0","0",""
"驳","bó","Archive","6","2022","0","0","0",""
"裕","yù","Archive","6","2023","0","0","0",""
"顽","wán","Archive","6","2024","0","0","0",""
"畜","chù","Archive","6","2030","0","0","0",""
"咽","yàn","Archive","6","2031","0","0","0",""
"勾","gōu","Archive","6","2034","0","0","0",""
"疆","jiāng","Archive","6","2036","0","0","0",""
"赌","dǔ","Archive","6","2037","0","0","0",""
"畏","wèi","Archive","6","2039","0","0","0",""
"泊","pō","Archive","6","2043","0","0","0",""
"肺","fèi","Archive","6","2044","0","0","0",""
"缠","chán","Archive","6","2046","0","0","0",""
"瞪","dèng","Archive","6","2049","0","0","0",""
"吊","diào","Archive","6","2050","0","0","0",""
"斑","bān","Archive","6","2053","0","0","0",""
"涛","tāo","Archive","6","2054","0","0","0",""
"俘","fú","Archive","6","2057","0","0","0",""
"卑","bēi","Archive","6","2059","0","0","0",""
"葬","zàng","Archive","6","2060","0","0","0",""
"铭","míng","Archive","6","2061","0","0","0",""
"蛮","mán","Archive","6","2068","0","0","0",""
"歧","qí","Archive","6","2071","0","0","0",""
"廊","láng","Archive","6","2075","0","0","0",""
"灌","guàn","Archive","6","2077","0","0","0",""
"勉","miǎn","Archive","6","2078","0","0","0",""
"盲","máng","Archive","6","2079","0","0","0",""
"宰","zǎi","Archive","6","2080","0","0","0",""
"啥","shà","Archive","6","2082","0","0","0",""
"胀","zhàng","Archive","6","2083","0","0","0",""
"扯","chě","Archive","6","2084","0","0","0",""
"辽","liáo","Archive","6","2086","0","0","0",""
"抹","mǒ","Archive","6","2087","0","0","0",""
"筒","tǒng","Archive","6","2088","0","0","0",""
"朴","pǔ","Archive","6","2092","0","0","0",""
"咐","fù","Archive","6","2093","0","0","0",""
"誓","shì","Archive","6","2095","0","0","0",""
"喉","hóu","Archive","6","2096","0","0","0",""
"妄","wàng","Archive","6","2097","0","0","0",""
"拘","jū","Archive","6","2098","0","0","0",""
"驰","chí","Archive","6","2100","0","0","0",""
"栏","lán","Archive","6","2101","0","0","0",""
"逝","shì","Archive","6","2102","0","0","0",""
"窃","qiè","Archive","6","2103","0","0","0",""
"纤","xiān","Archive","6","2106","0","0","0",""
"盈","yíng","Archive","6","2111","0","0","0",""
"瞬","shùn","Archive","6","2114","0","0","0",""
"婴","yīng","Archive","6","2115","0","0","0",""
"颈","jǐng","Archive","6","2117","0","0","0",""
"倘","tǎng","Archive","6","2118","0","0","0",""
"蔽","bì","Archive","6","2121","0","0","0",""
"畅","chàng","Archive","6","2122","0","0","0",""
"赠","zèng","Archive","6","2123","0","0","0",""
"跪","guì","Archive","6","2128","0","0","0",""
"颠","diān","Archive","6","2134","0","0","0",""
"遮","zhē","Archive","6","2135","0","0","0",""
"吁","xū","Archive","6","2138","0","0","0",""
"辟","pì","Archive","6","2140","0","0","0",""
"瘤","liú","Archive","6","2141","0","0","0",""
"嫂","sǎo","Archive","6","2142","0","0","0",""
"框","kuāng","Archive","6","2144","0","0","0",""
"钦","qīn","Archive","6","2147","0","0","0",""
"庸","yōng","Archive","6","2148","0","0","0",""
"吼","hǒu","Archive","6","2151","0","0","0",""
"摊","tān","Archive","6","2154","0","0","0",""
"嘱","zhǔ","Archive","6","2156","0","0","0",""
"衷","zhōng","Archive","6","2157","0","0","0",""
"娇","jiāo","Archive","6","2158","0","0","0",""
"讶","yà","Archive","6","2162","0","0","0",""
"耸","sǒng","Archive","6","2163","0","0","0",""
"摧","cuī","Archive","6","2166","0","0","0",""
"薪","xīn","Archive","6","2167","0","0","0",""
"淋","lín","Archive","6","2168","0","0","0",""
"耻","chǐ","Archive","6","2169","0","0","0",""
"饥","jī","Archive","6","2173","0","0","0",""
"崩","bēng","Archive","6","2178","0","0","0",""
"逢","féng","Archive","6","2181","0","0","0",""
"撑","chēng","Archive","6","2183","0","0","0",""
"翔","xiáng","Archive","6","2184","0","0","0",""
"枯","kū","Archive","6","2188","0","0","0",""
"凑","còu","Archive","6","2193","0","0","0",""
"溪","xī","Archive","6","2194","0","0","0",""
"蠢","chǔn","Archive","6","2195","0","0","0",""
"阐","chǎn","Archive","6","2197","0","0","0",""
"旺","wàng","Archive","6","2198","0","0","0",""
"碑","bēi","Archive","6","2203","0","0","0",""
"挪","nuó","Archive","6","2204","0","0","0",""
"脂","zhī","Archive","6","2206","0","0","0",""
"谎","huǎng","Archive","6","2207","0","0","0",""
"慨","kǎi","Archive","6","2208","0","0","0",""
"掘","jué","Archive","6","2212","0","0","0",""
"逮","dǎi","Archive","6","2216","0","0","0",""
"掏","tāo","Archive","6","2218","0","0","0",""
"晰","xī","Archive","6","2220","0","0","0",""
"罕","hǎn","Archive","6","2221","0","0","0",""
"挽","wǎn","Archive","6","2222","0","0","0",""
"舟","zhōu","Archive","6","2224","0","0","0",""
"骚","sāo","Archive","6","2237","0","0","0",""
"拓","tà","Archive","6","2238","0","0","0",""
"坑","kēng","Archive","6","2242","0","0","0",""
"兆","zhào","Archive","6","2246","0","0","0",""
"崖","yá","Archive","6","2247","0","0","0",""
"刹","shā","Archive","6","2249","0","0","0",""
"芒","máng","Archive","6","2251","0","0","0",""
"筋","jīn","Archive","6","2252","0","0","0",""
"棍","gùn","Archive","6","2255","0","0","0",""
"钩","gōu","Archive","6","2254","0","0","0",""
"嚷","rǎng","Archive","6","2256","0","0","0",""
"弦","xián","Archive","6","2258","0","0","0",""
"焰","yàn","Archive","6","2259","0","0","0",""
"耍","shuǎ","Archive","6","2260","0","0","0",""
"俯","fǔ","Archive","6","2261","0","0","0",""
"愣","lèng","Archive","6","2263","0","0","0",""
"饶","ráo","Archive","6","2266","0","0","0",""
"钉","dīng","Archive","6","2267","0","0","0",""
"叠","dié","Archive","6","2271","0","0","0",""
"惹","rě","Archive","6","2272","0","0","0",""
"喻","yù","Archive","6","2273","0","0","0",""
"谱","pǔ","Archive","6","2274","0","0","0",""
"煌","huáng","Archive","6","2276","0","0","0",""
"溶","róng","Archive","6","2278","0","0","0",""
"坠","zhuì","Archive","6","2279","0","0","0",""
"滥","làn","Archive","6","2282","0","0","0",""
"瓷","cí","Archive","6","2285","0","0","0",""
"浴","yù","Archive","6","2290","0","0","0",""
"屁","pì","Archive","6","2295","0","0","0",""
"漆","qī","Archive","6","2296","0","0","0",""
"巢","cháo","Archive","6","2298","0","0","0",""
"吩","fēn","Archive","6","2299","0","0","0",""
"啸","xiào","Archive","6","2301","0","0","0",""
"滞","zhì","Archive","6","2302","0","0","0",""
"膝","xī","Archive","6","2307","0","0","0",""
"茂","mào","Archive","6","2309","0","0","0",""
"恕","shù","Archive","6","2314","0","0","0",""
"渠","qú","Archive","6","2315","0","0","0",""
"辰","chén","Archive","6","2317","0","0","0",""
"舶","bó","Archive","6","2318","0","0","0",""
"颁","bān","Archive","6","2319","0","0","0",""
"袍","páo","Archive","6","2324","0","0","0",""
"嘲","cháo","Archive","6","2325","0","0","0",""
"衔","xián","Archive","6","2328","0","0","0",""
"倦","juàn","Archive","6","2329","0","0","0",""
"涵","hán","Archive","6","2330","0","0","0",""
"雀","què","Archive","6","2331","0","0","0",""
"僵","jiāng","Archive","6","2333","0","0","0",""
"肢","zhī","Archive","6","2335","0","0","0",""
"垄","lǒng","Archive","6","2336","0","0","0",""
"侨","qiáo","Archive","6","2340","0","0","0",""
"舆","yú","Archive","6","2341","0","0","0",""
"弊","bì","Archive","6","2348","0","0","0",""
"凄","qī","Archive","6","2352","0","0","0",""
"捧","pěng","Archive","6","2353","0","0","0",""
"浸","jìn","Archive","6","2354","0","0","0",""
"砖","zhuān","Archive","6","2355","0","0","0",""
"蒸","zhēng","Archive","6","2358","0","0","0",""
"陡","dǒu","Archive","6","2362","0","0","0",""
"哑","yǎ","Archive","6","2368","0","0","0",""
"坟","fén","Archive","6","2370","0","0","0",""
"眨","zhǎ","Archive","6","2371","0","0","0",""
"搏","bó","Archive","6","2372","0","0","0",""
"拢","lǒng","Archive","6","2374","0","0","0",""
"昧","mèi","Archive","6","2376","0","0","0",""
"擅","shàn","Archive","6","2377","0","0","0",""
"爽","shuǎng","Archive","6","2378","0","0","0",""
"搁","gē","Archive","6","2380","0","0","0",""
"雌","cí","Archive","6","2382","0","0","0",""
"哨","shào","Archive","6","2383","0","0","0",""
"巩","gǒng","Archive","6","2384","0","0","0",""
"昔","xī","Archive","6","2388","0","0","0",""
"谬","miù","Archive","6","2390","0","0","0",""
"谍","dié","Archive","6","2391","0","0","0",""
"媳","xí","Archive","6","2393","0","0","0",""
"冤","yuān","Archive","6","2396","0","0","0",""
"鸦","yā","Archive","6","2397","0","0","0",""
"蓬","péng","Archive","6","2398","0","0","0",""
"巷","xiàng","Archive","6","2399","0","0","0",""
"栽","zāi","Archive","6","2401","0","0","0",""
"沾","zhān","Archive","6","2402","0","0","0",""
"诈","zhà","Archive","6","2403","0","0","0",""
"瞒","mán","Archive","6","2405","0","0","0",""
"纺","fǎng","Archive","6","2409","0","0","0",""
"罐","guàn","Archive","6","2410","0","0","0",""
"壤","rǎng","Archive","6","2412","0","0","0",""
"颂","sòng","Archive","6","2414","0","0","0",""
"膨","péng","Archive","6","2415","0","0","0",""
"谐","xié","Archive","6","2416","0","0","0",""
"隙","xì","Archive","6","2419","0","0","0",""
"绑","bǎng","Archive","6","2421","0","0","0",""
"嘿","hēi","Archive","6","2423","0","0","0",""
"挫","cuò","Archive","6","2426","0","0","0",""
"辐","fú","Archive","6","2428","0","0","0",""
"乞","qǐ","Archive","6","2429","0","0","0",""
"哇","wa","Archive","6","2433","0","0","0",""
"绣","xiù","Archive","6","2434","0","0","0",""
"杖","zhàng","Archive","6","2435","0","0","0",""
"衍","yǎn","Archive","6","2437","0","0","0",""
"攀","pān","Archive","6","2439","0","0","0",""
"譬","pì","Archive","6","2441","0","0","0",""
"肆","sì","Archive","6","2445","0","0","0",""
"泣","qì","Archive","6","2449","0","0","0",""
"屡","lǚ","Archive","6","2450","0","0","0",""
"躁","zào","Archive","6","2451","0","0","0",""
"椎","chuí","Archive","6","2455","0","0","0",""
"砸","zá","Archive","6","2456","0","0","0",""
"帆","fān","Archive","6","2459","0","0","0",""
"窜","cuàn","Archive","6","2461","0","0","0",""
"丸","wán","Archive","6","2462","0","0","0",""
"斩","zhǎn","Archive","6","2463","0","0","0",""
"堤","dī","Archive","6","2464","0","0","0",""
"塌","tā","Archive","6","2465","0","0","0",""
"贩","fàn","Archive","6","2466","0","0","0",""
"掀","xiān","Archive","6","2468","0","0","0",""
"谜","mí","Archive","6","2471","0","0","0",""
"捏","niē","Archive","6","2472","0","0","0",""
"滨","bīn","Archive","6","2474","0","0","0",""
"虏","lǔ","Archive","6","2475","0","0","0",""
"卸","xiè","Archive","6","2479","0","0","0",""
"沼","zhǎo","Archive","6","2480","0","0","0",""
"株","zhū","Archive","6","2482","0","0","0",""
"剖","pōu","Archive","6","2484","0","0","0",""
"劈","pī","Archive","6","2487","0","0","0",""
"哗","huā","Archive","6","2486","0","0","0",""
"怯","qiè","Archive","6","2488","0","0","0",""
"沫","mò","Archive","6","2495","0","0","0",""
"竖","shù","Archive","6","2505","0","0","0",""
"峻","jùn","Archive","6","2506","0","0","0",""
"捞","lāo","Archive","6","2508","0","0","0",""
"鄙","bǐ","Archive","6","2510","0","0","0",""
"魄","pò","Archive","6","2511","0","0","0",""
"兜","dōu","Archive","6","2512","0","0","0",""
"哄","hōng","Archive","6","2513","0","0","0",""
"颖","yǐng","Archive","6","2514","0","0","0",""
"屑","xiè","Archive","6","2516","0","0","0",""
"蚁","yǐ","Archive","6","2517","0","0","0",""
"渗","shèn","Archive","6","2520","0","0","0",""
"秃","tū","Archive","6","2521","0","0","0",""
"旱","hàn","Archive","6","2523","0","0","0",""
"谴","qiǎn","Archive","6","2527","0","0","0",""
"稻","dào","Archive","6","2529","0","0","0",""
"铸","zhù","Archive","6","2530","0","0","0",""
"恍","huǎng","Archive","6","2535","0","0","0",""
"贬","biǎn","Archive","6","2536","0","0","0",""
"烛","zhú","Archive","6","2537","0","0","0",""
"朽","xiǔ","Archive","6","2544","0","0","0",""
"佣","yōng","Archive","6","2546","0","0","0",""
"碌","lù","Archive","6","2548","0","0","0",""
"迄","qì","Archive","6","2549","0","0","0",""
"绅","shēn","Archive","6","2554","0","0","0",""
"榜","bǎng","Archive","6","2556","0","0","0",""
"诵","sòng","Archive","6","2557","0","0","0",""
"禽","qín","Archive","6","2562","0","0","0",""
"瞄","miáo","Archive","6","2565","0","0","0",""
"幢","chuáng","Archive","6","2566","0","0","0",""
"睹","dǔ","Archive","6","2568","0","0","0",""
"贿","huì","Archive","6","2569","0","0","0",""
"蔑","miè","Archive","6","2575","0","0","0",""
"缚","fù","Archive","6","2577","0","0","0",""
"淹","yān","Archive","6","2580","0","0","0",""
"篷","péng","Archive","6","2579","0","0","0",""
"勘","kān","Archive","6","2585","0","0","0",""
"灿","càn","Archive","6","2591","0","0","0",""
"敞","chǎng","Archive","6","2592","0","0","0",""
"蜡","là","Archive","6","2593","0","0","0",""
"辜","gū","Archive","6","2596","0","0","0",""
"垫","diàn","Archive","6","2597","0","0","0",""
"妒","dù","Archive","6","2598","0","0","0",""
"谣","yáo","Archive","6","2600","0","0","0",""
"枕","zhěn","Archive","6","2605","0","0","0",""
"丐","gài","Archive","6","2606","0","0","0",""
"泌","mì","Archive","6","2609","0","0","0",""
"叮","dīng","Archive","6","2611","0","0","0",""
"掷","zhì","Archive","6","2614","0","0","0",""
"侮","wǔ","Archive","6","2621","0","0","0",""
"蚀","shí","Archive","6","2625","0","0","0",""
"霜","shuāng","Archive","6","2631","0","0","0",""
"蕴","yùn","Archive","6","2633","0","0","0",""
"妆","zhuāng","Archive","6","2639","0","0","0",""
"捆","kǔn","Archive","6","2640","0","0","0",""
"丙","bǐng","Archive","6","2645","0","0","0",""
"钞","chāo","Archive","6","2647","0","0","0",""
"犬","quǎn","Archive","6","2649","0","0","0",""
"躬","gōng","Archive","6","2650","0","0","0",""
"昼","zhòu","Archive","6","2651","0","0","0",""
"奠","diàn","Archive","6","2656","0","0","0",""
"蹈","dǎo","Archive","6","2659","0","0","0",""
"陋","lòu","Archive","6","2660","0","0","0",""
"侣","lǚ","Archive","6","2661","0","0","0",""
"侄","zhí","Archive","6","2664","0","0","0",""
"虐","nüè","Archive","6","2665","0","0","0",""
"堕","duò","Archive","6","2666","0","0","0",""
"茎","jīng","Archive","6","2675","0","0","0",""
